agent,configuration,seed,phase,actor,alpha,has_real_alpha,ess_mean,ess_std,saturation_mass_mean,saturation_mass_std,fraction_clipped_mean,fraction_clipped_std,top5_mass_mean,top5_mass_std,entropy_mean,entropy_std
CRL,22,3,53000,actor,1.3471462950110435,True,0.102094,0.009296,0.419589,0.12322,0.027734,0.01255,0.611384,0.033285,3.750791,0.080478
CRL,22,4,53000,actor,1.3471462950110435,True,0.101546,0.008771,0.429115,0.111672,0.028125,0.012325,0.608482,0.032434,3.752859,0.075265
CRL,23,0,53000,actor,16.04218488559127,True,0.280375,0.028346,0.963839,0.014209,0.266016,0.030171,0.171735,0.018774,4.285028,0.102811
CRL,23,1,53000,actor,16.04218488559127,True,0.310607,0.024179,0.96236,0.016347,0.29375,0.022911,0.154353,0.01158,4.387789,0.07862
CRL,23,2,53000,actor,16.04218488559127,True,0.30959,0.031036,0.959075,0.018706,0.291406,0.030988,0.155872,0.016928,4.384573,0.101379
CRL,23,3,53000,actor,16.04218488559127,True,0.302041,0.040879,0.968905,0.008697,0.288281,0.03888,0.160226,0.022355,4.356693,0.136801
CRL,23,4,53000,actor,16.04218488559127,True,0.308387,0.025042,0.965677,0.012502,0.292969,0.021632,0.155291,0.011941,4.381933,0.080961
CRL,24,0,53000,actor,17.566150054335594,True,0.323132,0.017406,0.964543,0.019171,0.30625,0.020272,0.148123,0.008482,4.431766,0.0539
CRL,24,1,53000,actor,17.566150054335594,True,0.323392,0.017401,0.964668,0.012601,0.30625,0.017585,0.148073,0.008398,4.433433,0.053448
CRL,24,2,53000,actor,17.566150054335594,True,0.33154,0.019175,0.957594,0.01993,0.310938,0.020356,0.144842,0.008532,4.458804,0.058559
CRL,24,3,53000,actor,17.566150054335594,True,0.32623,0.021714,0.960593,0.014122,0.306641,0.026252,0.147689,0.011098,4.443861,0.064138
CRL,24,4,53000,actor,17.566150054335594,True,0.329297,0.021191,0.961614,0.013937,0.310547,0.018345,0.145664,0.009926,4.450133,0.068078
CRL,25,0,53000,actor,2.6365005411207676,True,0.006879,0.005929,0.0,0.0,0.0,0.0,0.998862,0.00266,0.536426,0.666898
